"","low_1","low_2","low_3","up_1","up_2","up_3","high_1","high_2","high_3","down_1","down_2","down_3","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Unique...razor.sequence.coverage....","Unique.sequence.coverage....","Mol..weight..kDa.","Q.value","Score","MS.MS.count","Protein.IDs","Majority.protein.IDs","Protein.names","Gene.names","id","uniprot","main_gene"
"14",2697,1137.19995117188,2749,1863.90002441406,2394.69995117188,3329.69995117188,2083.10009765625,1576,2277.30004882813,1581.59997558594,1778.80004882813,2121.19995117188,"4","4","4","2","2","2","172.44","0","218.05","1","A2A791;A2A791-2","A2A791;A2A791-2","Zinc finger MYM-type protein 4","Zmym4","13","A2A791","Zmym4"
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","8","8","7.5","7.5","7.5","110.65","0","187.58","0","A2A7S8-2;A2A7S8;A2A7S8-3;A2A7S8-4","A2A7S8-2;A2A7S8;A2A7S8-3;A2A7S8-4","Uncharacterized protein KIAA1522","Kiaa1522","14","A2A7S8-2","Kiaa1522"
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","2.2","2.2","2.2","130.14","0","3.5881","1","A2A870","A2A870","Fas-binding factor 1","Fbf1","15","A2A870","Fbf1"
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","3.6","3.6","3.6","253.41","0","39.09","0","A2A884","A2A884","Transcription factor HIVEP3","Hivep3","16","A2A884","Hivep3"
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","5.4","5.4","5.4","72.499","0","10.021","1","A2A8U2;A2A8U2-3;A2A8U2-2","A2A8U2;A2A8U2-3","Transmembrane protein 201","Tmem201","17","A2A8U2","Tmem201"
"19",141460,188940,186860,192330,178290,238470,169910,113000,127060,135670,146910,160400,"6","6","6","9.5","9.5","9.5","83.108","0","12.604","7","A2A8Z1;A2A8Z1-2","A2A8Z1;A2A8Z1-2","Oxysterol-binding protein-related protein 9","Osbpl9","18","A2A8Z1","Osbpl9"
"20",2256.5,2647.39990234375,2255.19995117188,2709,2674.19995117188,2189.10009765625,2310.5,1946.90002441406,2204.19995117188,2156,1306.40002441406,2683.5,"3","3","3","1","1","1","377.62","0","13.77","1","A2A9C3;A2A9C3-2","A2A9C3;A2A9C3-2","Protein SZT2","Szt2","19","A2A9C3","Szt2"
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","6.9","6.9","6.9","67.001","0","20.047","0","A2A9T0;A2A9T0-2","A2A9T0;A2A9T0-2","TANK-binding kinase 1-binding protein 1","Tbkbp1","20","A2A9T0","Tbkbp1"
"22",142330,213250,148040,80870,187590,203140,170680,113920,89207,97040,116510,168660,"5","5","5","1.4","1.4","1.4","555.36","0","138.2","2","A2AAE1;A2AAE1-3;A2AAE1-4;A2AAE1-6;A2AAE1-2","A2AAE1;A2AAE1-3;A2AAE1-4;A2AAE1-6;A2AAE1-2","Uncharacterized protein KIAA1109","Kiaa1109","21","A2AAE1","Kiaa1109"
"23",194370,250950,308370,196630,215750,290630,210590,153240,256650,169070,170100,317100,"12","11","11","15","14.1","14.1","101.52","0","97.769","14","A2AAY5","A2AAY5","SH3 and PX domain-containing protein 2B","Sh3pxd2b","22","A2AAY5","Sh3pxd2b"
"24",50701,56214,54647,58462,84477,83486,61509,33104,48178,44234,40184,65400,"2","2","2","2.4","2.4","2.4","160.96","0","17.057","2","A2ABV5;A2ABV5-2","A2ABV5;A2ABV5-2","Mediator of RNA polymerase II transcription subunit 14","Med14","23","A2ABV5","Med14"
"25",10564,18392,15428,13614,18666,16612,13399,9612.5,12631,11004,11619,17369,"2","2","2","8.6","8.6","8.6","31.992","0.00031551","3.2055","4","A2ADA5;A2ADA5-2;A2ADA5-3","A2ADA5;A2ADA5-2;A2ADA5-3","tRNA pseudouridine synthase-like 1","Pusl1","24","A2ADA5","Pusl1"
"26",287440,265990,281220,331690,254620,384860,346540,198140,271330,307330,264640,338070,"5","5","5","22.8","22.8","22.8","44.59","0","76.407","9","A2ADY9;Q9DAF3","A2ADY9","Protein DDI1 homolog 2","Ddi2","25","A2ADY9","Ddi2"
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","1.9","1.9","1.9","67.407","0","46.342","0","A2AEV7","A2AEV7","","Ccdc120","26","A2AEV7","Ccdc120"
"28",51136,158180,159490,67168,142050,194680,56114,83154,126890,55892,94905,165500,"14","14","14","8","8","8","237.77","0","254.07","16","A2AF47","A2AF47","Dedicator of cytokinesis protein 11","Dock11","27","A2AF47","Dock11"
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","9.3","9.3","9.3","90.11","0","170.97","1","A2AG58;A2AG58-2","A2AG58;A2AG58-2","Uncharacterized protein CXorf23 homolog","","29","A2AG58",NA
"30",7351.7998046875,5615.60009765625,7462.2001953125,7056.2001953125,3896.39990234375,5250.2001953125,7426,3559,7986.2001953125,7269.2998046875,5720.39990234375,4937.7001953125,"4","4","4","2.3","2.3","2.3","244.56","0","137.05","4","A2AGH6;A2AGH6-2;A2AGH6-3;Q8BQM9;Q8BQM9-2","A2AGH6;A2AGH6-2;A2AGH6-3","Mediator of RNA polymerase II transcription subunit 12","Med12","30","A2AGH6","Med12"
"31",896290,1424200,1601900,1053300,1540900,1809200,1038900,913400,1266400,753510,976040,1598900,"21","21","20","13.4","13.4","12.7","225.63","0","68.723","33","A2AGT5;A2AGT5-2;A2AGT5-3","A2AGT5;A2AGT5-2;A2AGT5-3","Cytoskeleton-associated protein 5","Ckap5","31","A2AGT5","Ckap5"
"32",7942.89990234375,12748,10513,8636.7001953125,11934,9841.7001953125,8246.599609375,9281.2001953125,7635.2998046875,7282.2001953125,7883.2001953125,9683.2001953125,"3","3","3","3.5","3.5","3.5","142.88","0","12.639","3","A2AH22;A2AH22-7;A2AH22-2;A2AH22-6;A2AH22-4;A2AH22-3;A2AH22-5","A2AH22;A2AH22-7;A2AH22-2;A2AH22-6;A2AH22-4;A2AH22-3;A2AH22-5","Activating molecule in BECN1-regulated autophagy protein 1","Ambra1","32","A2AH22","Ambra1"
"33",66423,129030,117830,76707,140790,145920,72768,75984,85088,57611,77074,119170,"15","15","15","13.5","13.5","13.5","175.89","0","271.03","11","A2AHC3;A2AHC3-2","A2AHC3;A2AHC3-2","Calmodulin-regulated spectrin-associated protein 1","Camsap1","33","A2AHC3","Camsap1"
"34",25830,21585,28687,25056,30121,29976,19943,18590,17531,13351,23269,17996,"1","1","1","3.2","3.2","3.2","67.182","0","4.3083","2","A2AI05;A2AI05-3;A2AI05-2","A2AI05;A2AI05-3;A2AI05-2","NADPH-dependent diflavin oxidoreductase 1","Ndor1","34","A2AI05","Ndor1"
"35",36313,41441,36057,40045,40328,41496,40555,30501,29738,33497,30777,35845,"4","4","4","9.5","9.5","9.5","80.088","0","323.31","4","A2AI08","A2AI08","Taperin","Tprn","35","A2AI08","Tprn"
"36",32644,44511,53632,34518,37123,63931,31030,23687,25342,22728,20986,33676,"3","3","3","8.6","8.6","8.6","56.878","0","11.882","5","A2AIG8;A2AIG8-2","A2AIG8;A2AIG8-2","1-aminocyclopropane-1-carboxylate synthase-like protein 1","Accs","36","A2AIG8","Accs"
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","7","7","5.5","5.5","5.5","201.44","0","156.98","2","A2AIV2;A2AIV2-2","A2AIV2;A2AIV2-2","Protein virilizer homolog","Kiaa1429","37","A2AIV2","Kiaa1429"
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","5.6","5.6","5.6","48.025","0","46.856","0","A2AIW0;A2AIW0-3;A2AIW0-5;A2AIW0-4;A2AIW0-2","A2AIW0;A2AIW0-3;A2AIW0-5;A2AIW0-4;A2AIW0-2","Serologically defined colon cancer antigen 3 homolog","Sdccag3","38","A2AIW0","Sdccag3"
"39",58864,71363,66435,66221,64822,76614,60535,42298,50544,44007,50768,78727,"4","4","4","11.2","11.2","11.2","75.149","0","84.485","4","A2AJ15","A2AJ15","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase","Man1b1","39","A2AJ15","Man1b1"
"40",7153.5,12915,10031,9911.2001953125,11136,11836,10205,10156,9509.2998046875,9889.7998046875,9286.7998046875,10172,"3","3","3","2.8","2.8","2.8","150.49","0","7.2934","3","A2AJ88;A2AJ88-3;A2AJ88-2","A2AJ88;A2AJ88-3;A2AJ88-2","Patatin-like phospholipase domain-containing protein 7","Pnpla7","40","A2AJ88","Pnpla7"
"41",485610,745360,862460,565710,727710,974790,566220,428160,576860,434880,482740,698700,"27","27","26","40.7","40.7","40","93.275","0","323.31","18","A2AJI0;A2AJI0-2","A2AJI0;A2AJI0-2","MAP7 domain-containing protein 1","Map7d1","41","A2AJI0","Map7d1"
"42",6807.39990234375,7773.7998046875,9076.7998046875,7581,5958.10009765625,6114.89990234375,7245.2001953125,4421.7001953125,7094.10009765625,8991.900390625,7455.60009765625,6742,"2","2","2","4.3","4.3","4.3","60.336","0.00015898","3.3847","3","A2AJL3;A2AJL3-2","A2AJL3;A2AJL3-2","FGGY carbohydrate kinase domain-containing protein","Fggy","42","A2AJL3","Fggy"
"43",11335,14322,12694,11782,9031,10418,11211,4516.10009765625,10881,7700.7998046875,10305,11688,"4","4","4","7.1","7.1","7.1","92.114","0","109.68","3","A2AJT4","A2AJT4","Arginine/serine-rich protein PNISR","Pnisr","43","A2AJT4","Pnisr"
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","8.7","8.7","8.7","61.558","0","53.619","0","A2AKB9;A2AKB9-3;A2AKB9-4;A2AKB9-2","A2AKB9;A2AKB9-3","DDB1- and CUL4-associated factor 10","Dcaf10","44","A2AKB9","Dcaf10"
"45",9143,21965,22377,10803,17435,20773,9693.900390625,13896,11695,14599,11143,13677,"2","2","2","3.9","3.9","3.9","76.237","0","4.4776","2","Q99J38;Q9CY00;A2AKQ8","Q99J38;Q9CY00;A2AKQ8","Tetratricopeptide repeat protein 30A1;Tetratricopeptide repeat protein 30B;Tetratricopeptide repeat protein 30A2","Ttc30a1;Ttc30b;Ttc30a2","45","Q99J38","Ttc30a1"
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.6","2.6","2.6","73.432","0","4.2024","0","A2ALS5;A2ALS5-2;A2ALS5-3;A2ALS5-4","A2ALS5;A2ALS5-2;A2ALS5-3;A2ALS5-4","Rap1 GTPase-activating protein 1","Rap1gap","46","A2ALS5","Rap1gap"
"47",32878,41627,39330,29243,39438,42958,45068,30085,23872,29530,33818,30242,"11","11","10","9.9","9.9","9.4","164.7","0","312.05","7","A2ALU4;A2ALU4-2","A2ALU4","Protein Shroom2","Shroom2","47","A2ALU4","Shroom2"
"48",117050,148190,163100,147890,152830,163190,146210,80186,123110,104460,83104,131890,"3","3","3","10.1","10.1","10.1","41.937","0","3.6853","2","A2ALW5;A2ALW5-2","A2ALW5;A2ALW5-2","DnaJ homolog subfamily C member 25","Dnajc25","48","A2ALW5","Dnajc25"
"49",3164.5,6211.7001953125,5110.10009765625,3339,4803.5,4102.2001953125,2465.69995117188,2581.30004882813,3806.19995117188,2660.10009765625,3660.19995117188,5964.7998046875,"4","4","3","2.2","2.2","2.1","160.75","0","50.592","2","A2AM05;A2AM05-4;A2AM05-2","A2AM05;A2AM05-4;A2AM05-2","Centlein","Cntln","49","A2AM05","Cntln"
"50",1384100,1827000,1848800,1493000,1763100,1967400,1438400,1088900,1287500,1080800,1194600,1645200,"44","44","44","11.7","11.7","11.7","572.28","0","323.31","71","A2AN08;A2AN08-5;A2AN08-3;A2AN08-2;A2AN08-4","A2AN08;A2AN08-5;A2AN08-3;A2AN08-2","E3 ubiquitin-protein ligase UBR4","Ubr4","50","A2AN08","Ubr4"
"51",102000,192670,260500,100350,190590,232440,101940,142370,205970,75810,141680,238130,"10","10","9","8.6","8.6","7.3","123.1","0","157.34","5","A2APV2;A2APV2-2;A2APV2-3","A2APV2;A2APV2-2;A2APV2-3","Formin-like protein 2","Fmnl2","51","A2APV2","Fmnl2"
"52",86202,122140,116200,77885,109590,100190,87282,87746,90170,56949,75882,122050,"2","2","2","7","7","7","38.404","0","5.1532","4","A2APY7;A2APY7-2","A2APY7;A2APY7-2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5","Ndufaf5","52","A2APY7","Ndufaf5"
"53",30625,38338,36215,33321,32668,32312,36203,26661,31122,24632,26911,34722,"3","3","3","4.6","4.6","4.6","80.796","0.00031641","3.2842","3","A2AQ19","A2AQ19","RNA polymerase-associated protein RTF1 homolog","Rtf1","53","A2AQ19","Rtf1"
"54",2919.89990234375,7377.60009765625,5123.2001953125,2954.80004882813,6900.5,4007.39990234375,4895.60009765625,8499.7001953125,2458.89990234375,3697.60009765625,9217,4572.39990234375,"8","8","8","6.5","6.5","6.5","213.03","0","323.31","1","A2AQ25;A2AQ25-4;A2AQ25-3;A2AQ25-2;A2AQ25-8;A2AQ25-9;A2AQ25-6;A2AQ25-5;A2AQ25-7","A2AQ25;A2AQ25-4;A2AQ25-3;A2AQ25-2;A2AQ25-8;A2AQ25-9;A2AQ25-6;A2AQ25-5","Sickle tail protein","Skt","54","A2AQ25","Skt"
"55",271470,294750,302160,293530,279340,399530,278550,211850,241060,230320,181570,300780,"12","12","12","17.2","17.2","17.2","88.324","0","323.31","6","A2AR02","A2AR02","Peptidyl-prolyl cis-trans isomerase G","Ppig","55","A2AR02","Ppig"
"56",2454.10009765625,9179.7998046875,11863,2818.10009765625,7808.5,11478,2470.89990234375,3356.39990234375,11568,997.77001953125,3701,11986,"2","2","2","7","7","7","65.474","0","27.533","1","A2AR50;A2AR50-3;A2AR50-2","A2AR50;A2AR50-3;A2AR50-2","Ras-specific guanine nucleotide-releasing factor RalGPS1","Ralgps1","56","A2AR50","Ralgps1"
"57",473180,909250,487660,547740,884550,478910,824500,856290,631090,721790,971460,634210,"12","12","12","11","11","11","117.55","0","31.969","26","A2ARA8;A2ARA8-2","A2ARA8;A2ARA8-2","Integrin alpha-8;Integrin alpha-8 heavy chain;Integrin alpha-8 light chain","Itga8","57","A2ARA8","Itga8"
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0.7","0.7","0.7","159.92","0","61.58","0","A2ARP1;A2ARP1-3;A2ARP1-2","A2ARP1;A2ARP1-3;A2ARP1-2","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1","Ppip5k1","58","A2ARP1","Ppip5k1"
"59",12355,18405,27084,16590,22170,22057,13243,13845,18114,11121,13168,19170,"3","3","3","11.4","11.4","11.4","39.776","0","13.29","4","A2AS55","A2AS55","Ankyrin repeat domain-containing protein 16","Ankrd16","59","A2AS55","Ankrd16"
"60",59597,123650,118320,82777,128780,161820,55286,51473,86708,41636,56681,108780,"8","8","8","0.3","0.3","0.3","3906.4","0","7.6541","9","A2ASS6;A2ASS6-2","A2ASS6;A2ASS6-2","Titin","Ttn","60","A2ASS6","Ttn"
"61",82686,140380,133280,97636,128760,144160,112680,86986,100820,84746,82813,127590,"5","5","5","5.8","5.8","5.8","147.55","0","40.383","9","A2AT37","A2AT37","","Upf2","61","A2AT37","Upf2"
"62",35984,74770,76709,39608,72250,74440,38617,39851,54481,29272,43029,60236,"2","2","2","2.5","2.5","2.5","102.79","0.0010791","2.7806","2","A2ATU0","A2ATU0","Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial","Dhtkd1","62","A2ATU0","Dhtkd1"
"63",151190,127150,164040,156870,113590,140090,245040,102150,231340,182860,131980,262500,"21","21","21","8.1","8.1","8.1","387.45","0","215.83","34","A2AVA0;A2AVA0-2","A2AVA0","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1","63","A2AVA0","Svep1"
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.6","3.6","3.6","56.033","0.00031432","3.1424","1","A2AVZ9","A2AVZ9","Solute carrier family 43 member 3","Slc43a3","64","A2AVZ9","Slc43a3"
"65",429500,632020,675570,486440,562890,746340,468540,368940,497480,369080,375130,561550,"12","12","12","16.2","16.2","16.2","120.8","0","170.6","16","A2AWA9;A2AWA9-2;A6H6A9-3;A2AWA9-3","A2AWA9;A2AWA9-2","Rab GTPase-activating protein 1","Rabgap1","65","A2AWA9","Rabgap1"
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","5.2","5.2","5.2","38.594","0","23.187","0","A2AWT3;A2AWT3-2","A2AWT3;A2AWT3-2","Ataxin-7-like protein 3","Atxn7l3","66","A2AWT3","Atxn7l3"
"67",109030,196310,195870,135730,166150,207610,115260,117660,121370,94341,127370,165960,"11","11","11","27","27","27","49.374","0","85.336","15","A2BDX3","A2BDX3","Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase","Mocs3","67","A2BDX3","Mocs3"
"68",18692,21032,22021,22782,24017,24320,21283,15740,19047,18785,16845,27712,"3","3","3","5","5","5","89.413","0","4.6694","2","A2BE28;A2BE28-2","A2BE28;A2BE28-2","Ribosomal biogenesis protein LAS1L","Las1l","68","A2BE28","Las1l"
"69",35185,37678,46175,37905,36594,41126,33343,24736,30972,31987,28624,41952,"11","10","10","7.2","6.9","6.9","242.09","0","68.271","10","A2BH40;A2BH40-3;A2BH40-4;A2BH40-2","A2BH40;A2BH40-3;A2BH40-4;A2BH40-2","AT-rich interactive domain-containing protein 1A","Arid1a","69","A2BH40","Arid1a"
"70",34792,102880,56981,43355,110910,69753,40224,101980,40413,37688,98895,75164,"12","7","5","4.4","2.7","1.9","337","0","323.31","6","A2CG49;A2CG49-2;A2CG49-7;A2CG49-9;A2CG49-8;A2CG49-10;A2CG49-5;A2CG49-6","A2CG49;A2CG49-2;A2CG49-7;A2CG49-9;A2CG49-8;A2CG49-10;A2CG49-5","Kalirin","Kalrn","70","A2CG49","Kalrn"
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","2","2","9.8","5.3","5.3","75.716","0","4.3931","2","A2CG49-4","A2CG49-4","Kalirin","Kalrn","71","A2CG49-4","Kalrn"
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","2","2","2","147.64","0","55.41","1","A2CG63;A2CG63-2","A2CG63;A2CG63-2","AT-rich interactive domain-containing protein 4B","Arid4b","72","A2CG63","Arid4b"
"73",220280,417160,378830,215580,395220,371510,191140,234690,235390,151620,235890,285800,"14","14","14","16","16","16","161.94","0","323.31","18","A2RSJ4","A2RSJ4","UHRF1-binding protein 1-like","Uhrf1bp1l","73","A2RSJ4","Uhrf1bp1l"
"74",5256.39990234375,7710.2998046875,8242.400390625,4617.2001953125,5794.7001953125,7820.2001953125,5534.39990234375,6256.2001953125,5669.2001953125,4444.10009765625,4879.39990234375,6675.89990234375,"1","1","1","7.3","7.3","7.3","36.632","0.0058806","2.0802","1","A2RSX7","A2RSX7","tRNA wybutosine-synthesizing protein 5","Tyw5","74","A2RSX7","Tyw5"
"75",2983.5,3715.39990234375,2751.39990234375,2507.10009765625,3088.69995117188,4234.89990234375,2924.5,2849.69995117188,2473.60009765625,2442.89990234375,2554,4051.60009765625,"2","2","2","3.4","3.4","3.4","96.134","0.002129","2.5179","2","A2RSY1;A2RSY1-3;A2RSY1-2","A2RSY1;A2RSY1-3;A2RSY1-2","KAT8 regulatory NSL complex subunit 3","Kansl3","75","A2RSY1","Kansl3"
"76",154060,186840,173210,174360,169260,183080,231650,172510,178630,190510,182250,201270,"8","8","8","15.5","15.5","15.5","80.86","0","78.032","13","A2RSY6;A2RSY6-2;A2RSY6-4;A2RSY6-3","A2RSY6;A2RSY6-2","TRMT1-like protein","Trmt1l","76","A2RSY6","Trmt1l"
"77",1988.5,2230.10009765625,1878.69995117188,2797.89990234375,2946.39990234375,1920.09997558594,1709.5,1298.69995117188,2506.10009765625,2792.60009765625,2295.30004882813,2889,"2","2","2","5.9","5.9","5.9","43.876","0","4.3086","2","A2RTL5","A2RTL5","Arginine/serine-rich coiled-coil protein 2","Rsrc2","77","A2RTL5","Rsrc2"
"78",352730,393950,527780,314580,330750,526580,420910,217970,422830,286480,275120,506860,"10","10","10","12.3","12.3","12.3","127.89","0","134.68","18","A3KGB4","A3KGB4","TBC1 domain family member 8B","Tbc1d8b","78","A3KGB4","Tbc1d8b"
"79",11063,24055,16865,9263.400390625,14174,11079,14995,11640,15761,11136,19533,17104,"4","4","4","7.9","7.9","7.9","58.688","0","6.4419","3","A3KGF9","A3KGF9","Uncharacterized protein C15orf52 homolog","","79","A3KGF9",NA
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1","1.7","1.1","1.1","210.29","0","83.162","0","A3KGS3;A3KGS3-2","A3KGS3;A3KGS3-2","Ral GTPase-activating protein subunit alpha-2","Ralgapa2","80","A3KGS3","Ralgapa2"
"81",6114.10009765625,7507.7998046875,8434.400390625,6238.89990234375,9495.099609375,8182.7998046875,3976.39990234375,5658.7001953125,7131.89990234375,3864.89990234375,2902.19995117188,5267.60009765625,"3","3","3","7.7","7.7","7.7","95.555","0","81.523","1","A3KGV1-4;A3KGV1-2;A3KGV1-3;A3KGV1;A3KGV1-5;A3KGV1-7;A3KGV1-6","A3KGV1-4;A3KGV1-2;A3KGV1-3;A3KGV1;A3KGV1-5","Outer dense fiber protein 2","Odf2","81","A3KGV1-4","Odf2"
"82",118980,166240,187180,144180,146380,228530,157310,107610,143870,103750,108330,182330,"5","5","5","11.5","11.5","11.5","67.671","0","7.1859","7","A3KGW5","A3KGW5","Probable inactive glycosyltransferase 25 family member 3","Cercam","82","A3KGW5","Cercam"
"83",302620,388460,419390,347080,389680,516590,362520,280610,349170,294470,275850,445180,"8","8","8","21.5","21.5","21.5","52.223","0","85.18","13","A3KMP2;A3KMP2-2","A3KMP2;A3KMP2-2","Tetratricopeptide repeat protein 38","Ttc38","83","A3KMP2","Ttc38"
"84",318070,448030,558160,360550,448830,534540,334640,306840,446090,311040,320820,491610,"11","11","11","10.6","10.6","10.6","139.07","0","63.264","13","A6H5Y3","A6H5Y3","Methionine synthase","Mtr","85","A6H5Y3","Mtr"
"85",377010,608640,651980,451430,589440,715190,447420,365910,519680,378210,416640,602210,"11","11","11","17.2","17.2","17.2","94.128","0","323.31","22","A6H5Z3;A6H5Z3-2","A6H5Z3;A6H5Z3-2","Exocyst complex component 6B","Exoc6b","86","A6H5Z3","Exoc6b"
"86",37879,69105,60085,43755,62003,47279,46038,31629,51172,37407,38084,62726,"2","2","2","4.1","4.1","4.1","80.851","0","4.1254","3","A6H611","A6H611","Mitochondrial intermediate peptidase","Mipep","87","A6H611","Mipep"
"87",30431,30454,28662,31230,24402,22758,28480,19152,23140,25868,20277,28551,"6","6","6","4.8","4.8","4.8","184.08","0","323.31","2","A6H619;A6H619-2","A6H619;A6H619-2","PHD and RING finger domain-containing protein 1","Phrf1","88","A6H619","Phrf1"
"88",101540,145310,160200,89190,151950,182490,91005,104570,103610,76116,114310,152750,"3","3","3","7.4","7.4","7.4","92.403","0","23.296","8","A6H6A9;A6H6A9-2","A6H6A9;A6H6A9-2","Rab GTPase-activating protein 1-like","Rabgap1l","89","A6H6A9","Rabgap1l"
